xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
MNE,2018,FALSE,INC,,Male,,,T60,.5947899,2017
MNE,2018,FALSE,INC,,Female,,,B40,.3948225,2017
MNE,2018,FALSE,INC,,Female,,,T60,.6051775,2017
MNG,2018,FALSE,CONS,,,0-14,,B40,.4989904,2017
MNG,2018,FALSE,CONS,,,0-14,,T60,.5010096,2017
MNG,2018,FALSE,CONS,,,15-64,,B40,.3635826,2017
MNG,2018,FALSE,CONS,,,15-64,,T60,.6364174,2017
MNG,2018,FALSE,CONS,,,>65,,B40,.2184561,2017
MNG,2018,FALSE,CONS,,,>65,,T60,.7815439,2017
MNG,2018,FALSE,CONS,,,,Primary education,B40,.4730704,2017
MNG,2018,FALSE,CONS,,,,Primary education,T60,.5269297,2017
MNG,2018,FALSE,CONS,,,,Tertiary education,B40,.1814146,2017
MNG,2018,FALSE,CONS,,,,Tertiary education,T60,.8185854,2017
MNG,2018,FALSE,CONS,,,,Secondary education,B40,.403324,2017
MNG,2018,FALSE,CONS,,,,Secondary education,T60,.596676,2017
MNG,2018,FALSE,CONS,,,,No education,B40,.5813316,2017
MNG,2018,FALSE,CONS,,,,No education,T60,.4186684,2017
MNG,2018,FALSE,CONS,,Male,,,B40,.3993912,2017
MNG,2018,FALSE,CONS,,Male,,,T60,.6006088,2017
MNG,2018,FALSE,CONS,,Female,,,B40,.4005683,2017
MNG,2018,FALSE,CONS,,Female,,,T60,.5994317,2017
MNG,2018,FALSE,CONS,R,,,,B40,.444901,2017
MNG,2018,FALSE,CONS,R,,,,T60,.555099,2017
MNG,2018,FALSE,CONS,U,,,,B40,.3771827,2017
MNG,2018,FALSE,CONS,U,,,,T60,.6228173,2017
MOZ,2014,FALSE,CONS,,,0-14,,B40,.4565061,2017
MOZ,2014,FALSE,CONS,,,0-14,,T60,.5434939,2017
MOZ,2014,FALSE,CONS,,,15-64,,B40,.3471836,2017
MOZ,2014,FALSE,CONS,,,15-64,,T60,.6528164,2017
MOZ,2014,FALSE,CONS,,,>65,,B40,.335637,2017
MOZ,2014,FALSE,CONS,,,>65,,T60,.664363,2017
MOZ,2014,FALSE,CONS,,,,Primary education,B40,.3627853,2017
MOZ,2014,FALSE,CONS,,,,Primary education,T60,.6372147,2017
MOZ,2014,FALSE,CONS,,,,Tertiary education,B40,.0372216,2017
MOZ,2014,FALSE,CONS,,,,Tertiary education,T60,.9627784,2017
MOZ,2014,FALSE,CONS,,,,Secondary education,B40,.1707448,2017
MOZ,2014,FALSE,CONS,,,,Secondary education,T60,.8292552,2017
MOZ,2014,FALSE,CONS,,,,No education,B40,.4508219,2017
MOZ,2014,FALSE,CONS,,,,No education,T60,.5491781,2017
MOZ,2014,FALSE,CONS,,Male,,,B40,.4027525,2017
MOZ,2014,FALSE,CONS,,Male,,,T60,.5972474,2017
MOZ,2014,FALSE,CONS,,Female,,,B40,.3974102,2017
MOZ,2014,FALSE,CONS,,Female,,,T60,.6025898,2017
MOZ,2014,FALSE,CONS,R,,,,B40,.4665201,2017
MOZ,2014,FALSE,CONS,R,,,,T60,.5334799,2017
MOZ,2014,FALSE,CONS,U,,,,B40,.2566522,2017
MOZ,2014,FALSE,CONS,U,,,,T60,.7433478,2017
MRT,2014,FALSE,CONS,,,0-14,,B40,.4621218,2017
MRT,2014,FALSE,CONS,,,0-14,,T60,.5378782,2017
MRT,2014,FALSE,CONS,,,15-64,,B40,.3493933,2017
MRT,2014,FALSE,CONS,,,15-64,,T60,.6506068,2017
MRT,2014,FALSE,CONS,,,>65,,B40,.3448295,2017
MRT,2014,FALSE,CONS,,,>65,,T60,.6551705,2017
MRT,2014,FALSE,CONS,,,,Primary education,B40,.3133138,2017
MRT,2014,FALSE,CONS,,,,Primary education,T60,.6866862,2017
MRT,2014,FALSE,CONS,,,,Tertiary education,B40,.0792646,2017
MRT,2014,FALSE,CONS,,,,Tertiary education,T60,.9207354,2017
MRT,2014,FALSE,CONS,,,,Secondary education,B40,.2060426,2017
MRT,2014,FALSE,CONS,,,,Secondary education,T60,.7939574,2017
MRT,2014,FALSE,CONS,,,,No education,B40,.4120218,2017
MRT,2014,FALSE,CONS,,,,No education,T60,.5879782,2017
MRT,2014,FALSE,CONS,,Male,,,B40,.3989166,2017
MRT,2014,FALSE,CONS,,Male,,,T60,.6010834,2017
MRT,2014,FALSE,CONS,,Female,,,B40,.4009601,2017
MRT,2014,FALSE,CONS,,Female,,,T60,.5990399,2017
MRT,2014,FALSE,CONS,R,,,,B40,.5564901,2017
MRT,2014,FALSE,CONS,R,,,,T60,.4435099,2017
MRT,2014,FALSE,CONS,U,,,,B40,.2306385,2017
MRT,2014,FALSE,CONS,U,,,,T60,.7693615,2017
MWI,2019,FALSE,CONS,,,0-14,,B40,.4577061,2017
MWI,2019,FALSE,CONS,,,0-14,,T60,.5422939,2017
MWI,2019,FALSE,CONS,,,15-64,,B40,.3556134,2017
MWI,2019,FALSE,CONS,,,15-64,,T60,.6443865,2017
MWI,2019,FALSE,CONS,,,>65,,B40,.3332258,2017
MWI,2019,FALSE,CONS,,,>65,,T60,.6667742,2017
MWI,2019,FALSE,CONS,,,,Primary education,B40,.3991998,2017
MWI,2019,FALSE,CONS,,,,Primary education,T60,.6008002,2017
MWI,2019,FALSE,CONS,,,,Tertiary education,T60,.9798954,2017
MWI,2019,FALSE,CONS,,,,Secondary education,B40,.1847503,2017
MWI,2019,FALSE,CONS,,,,Secondary education,T60,.8152497,2017
MWI,2019,FALSE,CONS,,,,No education,B40,0,2017
MWI,2019,FALSE,CONS,,Male,,,B40,.3941555,2017
MWI,2019,FALSE,CONS,,Male,,,T60,.6058446,2017
MWI,2019,FALSE,CONS,,Female,,,B40,.4053356,2017
MWI,2019,FALSE,CONS,,Female,,,T60,.5946644,2017
MWI,2019,FALSE,CONS,R,,,,B40,.455244,2017
MWI,2019,FALSE,CONS,R,,,,T60,.544756,2017
MWI,2019,FALSE,CONS,U,,,,B40,.1008847,2017
MWI,2019,FALSE,CONS,U,,,,T60,.8991153,2017
MYS,2018,FALSE,INC,,,0-14,,B40,.5301479,2017
MYS,2018,FALSE,INC,,,0-14,,T60,.4698521,2017
MYS,2018,FALSE,INC,,,15-64,,B40,.364127,2017
MYS,2018,FALSE,INC,,,15-64,,T60,.635873,2017
MYS,2018,FALSE,INC,,,>65,,B40,.3208151,2017
MYS,2018,FALSE,INC,,,>65,,T60,.6791849,2017
MYS,2018,FALSE,INC,,,,Primary education,B40,.483599,2017
MYS,2018,FALSE,INC,,,,Primary education,T60,.5164011,2017
MYS,2018,FALSE,INC,,,,Tertiary education,B40,.1416701,2017
MYS,2018,FALSE,INC,,,,Tertiary education,T60,.8583299,2017
MYS,2018,FALSE,INC,,,,Secondary education,B40,.4100459,2017
MYS,2018,FALSE,INC,,,,Secondary education,T60,.5899541,2017
MYS,2018,FALSE,INC,,,,No education,B40,.5786318,2017
MYS,2018,FALSE,INC,,,,No education,T60,.4213683,2017
MYS,2018,FALSE,INC,,Male,,,B40,.3967579,2017
MYS,2018,FALSE,INC,,Male,,,T60,.6032421,2017
MYS,2018,FALSE,INC,,Female,,,B40,.4032654,2017
MYS,2018,FALSE,INC,,Female,,,T60,.5967345,2017
MYS,2018,FALSE,INC,R,,,,B40,.6336378,2017
MYS,2018,FALSE,INC,R,,,,T60,.3663622,2017
MYS,2018,FALSE,INC,U,,,,B40,.3371759,2017
MYS,2018,FALSE,INC,U,,,,T60,.6628241,2017
NAM,2015,FALSE,CONS,,,0-14,,B40,.4868074,2017
NAM,2015,FALSE,CONS,,,0-14,,T60,.5131925,2017
NAM,2015,FALSE,CONS,,,15-64,,B40,.3421025,2017
NAM,2015,FALSE,CONS,,,15-64,,T60,.6578975,2017
NAM,2015,FALSE,CONS,,,>65,,B40,.4406688,2017
NAM,2015,FALSE,CONS,,,>65,,T60,.5593312,2017
NAM,2015,FALSE,CONS,,,,Primary education,B40,.4952729,2017
NAM,2015,FALSE,CONS,,,,Primary education,T60,.5047271,2017
NAM,2015,FALSE,CONS,,,,Tertiary education,B40,.0379426,2017
NAM,2015,FALSE,CONS,,,,Tertiary education,T60,.9620574,2017
NAM,2015,FALSE,CONS,,,,Secondary education,B40,.2858229,2017
NAM,2015,FALSE,CONS,,,,Secondary education,T60,.7141771,2017
NAM,2015,FALSE,CONS,,,,No education,B40,.5780041,2017
NAM,2015,FALSE,CONS,,,,No education,T60,.421996,2017
NAM,2015,FALSE,CONS,,Male,,,B40,.3906303,2017
NAM,2015,FALSE,CONS,,Male,,,T60,.6093697,2017
NAM,2015,FALSE,CONS,,Female,,,B40,.4088482,2017
NAM,2015,FALSE,CONS,,Female,,,T60,.5911518,2017
NAM,2015,FALSE,CONS,R,,,,B40,.5384433,2017
NAM,2015,FALSE,CONS,R,,,,T60,.4615568,2017
NAM,2015,FALSE,CONS,U,,,,B40,.2427652,2017
NAM,2015,FALSE,CONS,U,,,,T60,.7572348,2017
NGA,2018,FALSE,CONS,,,0-14,,B40,.4823468,2017
NGA,2018,FALSE,CONS,,,0-14,,T60,.5176532,2017
NGA,2018,FALSE,CONS,,,15-64,,B40,.3452886,2017
NGA,2018,FALSE,CONS,,,15-64,,T60,.6547114,2017
NGA,2018,FALSE,CONS,,,>65,,B40,.2717324,2017
NGA,2018,FALSE,CONS,,,>65,,T60,.7282676,2017
NGA,2018,FALSE,CONS,,,,Primary education,B40,.3664229,2017
NGA,2018,FALSE,CONS,,,,Primary education,T60,.6335772,2017
NGA,2018,FALSE,CONS,,,,Tertiary education,B40,.0994927,2017
NGA,2018,FALSE,CONS,,,,Tertiary education,T60,.9005073,2017
NGA,2018,FALSE,CONS,,,,Secondary education,B40,.246387,2017
NGA,2018,FALSE,CONS,,,,Secondary education,T60,.7536131,2017
NGA,2018,FALSE,CONS,,,,No education,B40,.5836416,2017
NGA,2018,FALSE,CONS,,,,No education,T60,.4163583,2017
NGA,2018,FALSE,CONS,,Male,,,B40,.3984221,2017
NGA,2018,FALSE,CONS,,Male,,,T60,.6015779,2017
NGA,2018,FALSE,CONS,,Female,,,B40,.4015099,2017
NGA,2018,FALSE,CONS,,Female,,,T60,.5984901,2017
NGA,2018,FALSE,CONS,R,,,,B40,.5199837,2017
NGA,2018,FALSE,CONS,R,,,,T60,.4800163,2017
NGA,2018,FALSE,CONS,U,,,,B40,.1796375,2017
NGA,2018,FALSE,CONS,U,,,,T60,.8203626,2017
NIC,2014,FALSE,INC,,,0-14,,B40,.4875469,2017
NIC,2014,FALSE,INC,,,0-14,,T60,.5124531,2017
NIC,2014,FALSE,INC,,,15-64,,B40,.3591209,2017
NIC,2014,FALSE,INC,,,15-64,,T60,.6408791,2017
NIC,2014,FALSE,INC,,,>65,,B40,.3708238,2017
NIC,2014,FALSE,INC,,,>65,,T60,.6291762,2017
NIC,2014,FALSE,INC,,,,Primary education,B40,.4468738,2017
NIC,2014,FALSE,INC,,,,Primary education,T60,.5531262,2017
NIC,2014,FALSE,INC,,,,Tertiary education,B40,.1061399,2017
NIC,2014,FALSE,INC,,,,Tertiary education,T60,.8938602,2017
NIC,2014,FALSE,INC,,,,Secondary education,B40,.3015592,2017
NIC,2014,FALSE,INC,,,,Secondary education,T60,.6984408,2017
NIC,2014,FALSE,INC,,,,No education,B40,.5602454,2017
NIC,2014,FALSE,INC,,,,No education,T60,.4397546,2017
NIC,2014,FALSE,INC,,Male,,,B40,.4002475,2017
NIC,2014,FALSE,INC,,Male,,,T60,.5997525,2017
NIC,2014,FALSE,INC,,Female,,,B40,.3976364,2017
NIC,2014,FALSE,INC,,Female,,,T60,.6023636,2017
NIC,2014,FALSE,INC,R,,,,B40,.5540677,2017
NIC,2014,FALSE,INC,R,,,,T60,.4459323,2017
NIC,2014,FALSE,INC,U,,,,B40,.2877006,2017
NIC,2014,FALSE,INC,U,,,,T60,.7122994,2017
NPL,2010,FALSE,CONS,,,0-14,,B40,.4907888,2017
NPL,2010,FALSE,CONS,,,0-14,,T60,.5092112,2017
NPL,2010,FALSE,CONS,,,15-64,,B40,.3435851,2017
NPL,2010,FALSE,CONS,,,15-64,,T60,.6564149,2017
NPL,2010,FALSE,CONS,,,>65,,B40,.3424595,2017
NPL,2010,FALSE,CONS,,,>65,,T60,.6575405,2017
NPL,2010,FALSE,CONS,,,,Primary education,B40,.3794077,2017
NPL,2010,FALSE,CONS,,,,Primary education,T60,.6205922,2017
NPL,2010,FALSE,CONS,,,,Secondary education,B40,.1794565,2017
NPL,2010,FALSE,CONS,,,,Secondary education,T60,.8205435,2017
NPL,2010,FALSE,CONS,,,,No education,B40,.4406415,2017
NPL,2010,FALSE,CONS,,,,No education,T60,.5593585,2017
NPL,2010,FALSE,CONS,,Male,,,B40,.3946717,2017
NPL,2010,FALSE,CONS,,Male,,,T60,.6053283,2017
NPL,2010,FALSE,CONS,,Female,,,B40,.3996454,2017
NPL,2010,FALSE,CONS,,Female,,,T60,.6003546,2017
NPL,2010,FALSE,CONS,R,,,,B40,.4298303,2017
NPL,2010,FALSE,CONS,R,,,,T60,.5701697,2017
NPL,2010,FALSE,CONS,U,,,,B40,.2590067,2017
NPL,2010,FALSE,CONS,U,,,,T60,.7409933,2017
PAK,2018,FALSE,CONS,,,0-14,,B40,.4938096,2017
PAK,2018,FALSE,CONS,,,0-14,,T60,.5061904,2017
PAK,2018,FALSE,CONS,,,15-64,,B40,.3400046,2017
PAK,2018,FALSE,CONS,,,15-64,,T60,.6599954,2017
PAK,2018,FALSE,CONS,,,>65,,B40,.3273285,2017
PAK,2018,FALSE,CONS,,,>65,,T60,.6726715,2017
PAK,2018,FALSE,CONS,,,,Primary education,B40,.3448409,2017
PAK,2018,FALSE,CONS,,,,Primary education,T60,.6551591,2017
PAK,2018,FALSE,CONS,,,,Tertiary education,B40,.093085,2017
PAK,2018,FALSE,CONS,,,,Tertiary education,T60,.906915,2017
PAK,2018,FALSE,CONS,,,,Secondary education,B40,.2275822,2017
PAK,2018,FALSE,CONS,,,,Secondary education,T60,.7724178,2017
PAK,2018,FALSE,CONS,,,,No education,B40,.4840848,2017
PAK,2018,FALSE,CONS,,,,No education,T60,.5159152,2017
PAK,2018,FALSE,CONS,,Male,,,B40,.3979059,2017
PAK,2018,FALSE,CONS,,Male,,,T60,.6020941,2017
PAK,2018,FALSE,CONS,,Female,,,B40,.4020645,2017
PAK,2018,FALSE,CONS,,Female,,,T60,.5979355,2017
PAK,2018,FALSE,CONS,R,,,,B40,.4974392,2017
PAK,2018,FALSE,CONS,R,,,,T60,.5025608,2017
PAK,2018,FALSE,CONS,U,,,,B40,.229733,2017
PAK,2018,FALSE,CONS,U,,,,T60,.7702671,2017
PAN,2021,FALSE,INC,,,0-14,,B40,.5788487,2017
PAN,2021,FALSE,INC,,,0-14,,T60,.4211513,2017
PAN,2021,FALSE,INC,,,15-64,,B40,.3459635,2017
PAN,2021,FALSE,INC,,,15-64,,T60,.6540365,2017
PAN,2021,FALSE,INC,,,>65,,B40,.2727848,2017
PAN,2021,FALSE,INC,,,>65,,T60,.7272152,2017
PAN,2021,FALSE,INC,,,,Primary education,B40,.4955813,2017
PAN,2021,FALSE,INC,,,,Primary education,T60,.5044187,2017
PAN,2021,FALSE,INC,,,,Tertiary education,B40,.1169913,2017
PAN,2021,FALSE,INC,,,,Tertiary education,T60,.8830087,2017
PAN,2021,FALSE,INC,,,,Secondary education,B40,.3462468,2017
PAN,2021,FALSE,INC,,,,Secondary education,T60,.6537532,2017
PAN,2021,FALSE,INC,,,,No education,B40,.7232378,2017
PAN,2021,FALSE,INC,,,,No education,T60,.2767622,2017
PAN,2021,FALSE,INC,,Male,,,B40,.3975349,2017
PAN,2021,FALSE,INC,,Male,,,T60,.6024652,2017
PAN,2021,FALSE,INC,,Female,,,B40,.402351,2017
PAN,2021,FALSE,INC,,Female,,,T60,.597649,2017
PAN,2021,FALSE,INC,R,,,,B40,.6234745,2017
PAN,2021,FALSE,INC,R,,,,T60,.3765256,2017
PAN,2021,FALSE,INC,U,,,,B40,.3031704,2017
PAN,2021,FALSE,INC,U,,,,T60,.6968296,2017
PER,2021,FALSE,INC,,,0-14,,B40,.5458404,2017
PER,2021,FALSE,INC,,,0-14,,T60,.4541596,2017
PER,2021,FALSE,INC,,,15-64,,B40,.3565983,2017
PER,2021,FALSE,INC,,,15-64,,T60,.6434017,2017
PER,2021,FALSE,INC,,,>65,,B40,.3222661,2017
PER,2021,FALSE,INC,,,>65,,T60,.6777339,2017
PER,2021,FALSE,INC,,,,Primary education,B40,.4868123,2017
PER,2021,FALSE,INC,,,,Primary education,T60,.5131877,2017
PER,2021,FALSE,INC,,,,Tertiary education,B40,.1679804,2017
PER,2021,FALSE,INC,,,,Tertiary education,T60,.8320196,2017
PER,2021,FALSE,INC,,,,Secondary education,B40,.3671448,2017
PER,2021,FALSE,INC,,,,Secondary education,T60,.6328552,2017
PER,2021,FALSE,INC,,,,No education,B40,.5668972,2017
PER,2021,FALSE,INC,,,,No education,T60,.4331028,2017
PER,2021,FALSE,INC,,Male,,,B40,.3922371,2017
PER,2021,FALSE,INC,,Male,,,T60,.6077629,2017
PER,2021,FALSE,INC,,Female,,,B40,.4072728,2017
PER,2021,FALSE,INC,,Female,,,T60,.5927272,2017
PER,2021,FALSE,INC,R,,,,B40,.6985943,2017
PER,2021,FALSE,INC,R,,,,T60,.3014057,2017
PER,2021,FALSE,INC,U,,,,B40,.3233568,2017
PER,2021,FALSE,INC,U,,,,T60,.6766432,2017
PHL,2021,FALSE,INC,,,0-14,,B40,.5410118,2017
PHL,2021,FALSE,INC,,,0-14,,T60,.4589882,2017
PHL,2021,FALSE,INC,,,15-64,,B40,.3559822,2017
PHL,2021,FALSE,INC,,,15-64,,T60,.6440178,2017
PHL,2021,FALSE,INC,,,>65,,B40,.2776516,2017
PHL,2021,FALSE,INC,,,>65,,T60,.7223483,2017
PHL,2021,FALSE,INC,,,,Primary education,B40,.5041616,2017
PHL,2021,FALSE,INC,,,,Primary education,T60,.4958384,2017
PHL,2021,FALSE,INC,,,,Tertiary education,B40,.1479209,2017
PHL,2021,FALSE,INC,,,,Tertiary education,T60,.8520791,2017
PHL,2021,FALSE,INC,,,,Secondary education,B40,.3327118,2017
PHL,2021,FALSE,INC,,,,Secondary education,T60,.6672882,2017
PHL,2021,FALSE,INC,,,,No education,B40,.641651,2017
PHL,2021,FALSE,INC,,,,No education,T60,.3583491,2017
PHL,2021,FALSE,INC,,Male,,,B40,.4047624,2017
PHL,2021,FALSE,INC,,Male,,,T60,.5952376,2017
PHL,2021,FALSE,INC,,Female,,,B40,.3951594,2017
PHL,2021,FALSE,INC,,Female,,,T60,.6048406,2017
PHL,2021,FALSE,INC,R,,,,B40,.5081766,2017
PHL,2021,FALSE,INC,R,,,,T60,.4918234,2017
PHL,2021,FALSE,INC,U,,,,B40,.298285,2017
PHL,2021,FALSE,INC,U,,,,T60,.701715,2017
PNG,2009,FALSE,CONS,,,0-14,,B40,.4543249,2017
PNG,2009,FALSE,CONS,,,0-14,,T60,.5456752,2017
PNG,2009,FALSE,CONS,,,15-64,,B40,.3576356,2017
PNG,2009,FALSE,CONS,,,15-64,,T60,.6423644,2017
PNG,2009,FALSE,CONS,,,>65,,B40,.4670411,2017
PNG,2009,FALSE,CONS,,,>65,,T60,.5329589,2017
PNG,2009,FALSE,CONS,,,,Primary education,B40,.3763896,2017
PNG,2009,FALSE,CONS,,,,Primary education,T60,.6236104,2017
PNG,2009,FALSE,CONS,,,,Tertiary education,B40,.2239051,2017
PNG,2009,FALSE,CONS,,,,Tertiary education,T60,.7760949,2017
PNG,2009,FALSE,CONS,,,,Secondary education,B40,.2751686,2017
PNG,2009,FALSE,CONS,,,,Secondary education,T60,.7248315,2017
PNG,2009,FALSE,CONS,,,,No education,B40,.5585087,2017
PNG,2009,FALSE,CONS,,,,No education,T60,.4414913,2017
PNG,2009,FALSE,CONS,,Male,,,B40,.3972381,2017
PNG,2009,FALSE,CONS,,Male,,,T60,.6027619,2017
PNG,2009,FALSE,CONS,,Female,,,B40,.402924,2017
PNG,2009,FALSE,CONS,,Female,,,T60,.5970761,2017
PNG,2009,FALSE,CONS,R,,,,B40,.4180444,2017
PNG,2009,FALSE,CONS,R,,,,T60,.5819556,2017
PNG,2009,FALSE,CONS,U,,,,B40,.289735,2017
PNG,2009,FALSE,CONS,U,,,,T60,.710265,2017
POL,2019,FALSE,INC,,,0-14,,B40,.5098743,2017
POL,2019,FALSE,INC,,,0-14,,T60,.4901256,2017
POL,2019,FALSE,INC,,,15-64,,B40,.3923113,2017
POL,2019,FALSE,INC,,,15-64,,T60,.6076887,2017
POL,2019,FALSE,INC,,,>65,,B40,.3430475,2017
POL,2019,FALSE,INC,,,>65,,T60,.6569525,2017
POL,2019,FALSE,INC,,Male,,,B40,.3964721,2017
POL,2019,FALSE,INC,,Male,,,T60,.6035278,2017
POL,2019,FALSE,INC,,Female,,,B40,.4032966,2017
POL,2019,FALSE,INC,,Female,,,T60,.5967035,2017
POL,2019,FALSE,INC,R,,,,B40,.536949,2017
POL,2019,FALSE,INC,R,,,,T60,.463051,2017
POL,2019,FALSE,INC,U,,,,B40,.3037639,2017
POL,2019,FALSE,INC,U,,,,T60,.6962361,2017
PRY,2022,FALSE,INC,,,0-14,,B40,.5361375,2017
PRY,2022,FALSE,INC,,,0-14,,T60,.4638625,2017
PRY,2022,FALSE,INC,,,15-64,,B40,.346237,2017
PRY,2022,FALSE,INC,,,15-64,,T60,.6537629,2017
PRY,2022,FALSE,INC,,,>65,,B40,.3510876,2017
PRY,2022,FALSE,INC,,,>65,,T60,.6489124,2017
PRY,2022,FALSE,INC,,,,Primary education,B40,.5071505,2017
PRY,2022,FALSE,INC,,,,Primary education,T60,.4928495,2017
PRY,2022,FALSE,INC,,,,Tertiary education,B40,.1266782,2017
PRY,2022,FALSE,INC,,,,Tertiary education,T60,.8733218,2017
PRY,2022,FALSE,INC,,,,Secondary education,B40,.3591722,2017
PRY,2022,FALSE,INC,,,,Secondary education,T60,.6408278,2017
PRY,2022,FALSE,INC,,,,No education,B40,.6061189,2017
PRY,2022,FALSE,INC,,Male,,,B40,.3870358,2017
PRY,2022,FALSE,INC,,Male,,,T60,.6129642,2017
PRY,2022,FALSE,INC,,Female,,,B40,.4129063,2017
PRY,2022,FALSE,INC,,Female,,,T60,.5870937,2017
PRY,2022,FALSE,INC,R,,,,B40,.5561016,2017
PRY,2022,FALSE,INC,R,,,,T60,.4438984,2017
PRY,2022,FALSE,INC,U,,,,B40,.3102173,2017
PRY,2022,FALSE,INC,U,,,,T60,.6897827,2017
PSE,2016,FALSE,CONS,,,0-14,,B40,.4785387,2017
PSE,2016,FALSE,CONS,,,0-14,,T60,.5214613,2017
PSE,2016,FALSE,CONS,,,15-64,,B40,.3571926,2017
PSE,2016,FALSE,CONS,,,15-64,,T60,.6428074,2017
PSE,2016,FALSE,CONS,,,>65,,B40,.2277068,2017
PSE,2016,FALSE,CONS,,,>65,,T60,.7722932,2017
PSE,2016,FALSE,CONS,,,,Primary education,B40,.4210486,2017
PSE,2016,FALSE,CONS,,,,Primary education,T60,.5789514,2017
PSE,2016,FALSE,CONS,,,,Tertiary education,B40,.2304374,2017
PSE,2016,FALSE,CONS,,,,Tertiary education,T60,.7695625,2017
PSE,2016,FALSE,CONS,,,,Secondary education,B40,.3874205,2017
PSE,2016,FALSE,CONS,,,,Secondary education,T60,.6125795,2017
PSE,2016,FALSE,CONS,,,,No education,B40,.3699937,2017
PSE,2016,FALSE,CONS,,,,No education,T60,.6300063,2017
PSE,2016,FALSE,CONS,,Male,,,B40,.3928998,2017
PSE,2016,FALSE,CONS,,Male,,,T60,.6071002,2017
PSE,2016,FALSE,CONS,,Female,,,B40,.4071425,2017
PSE,2016,FALSE,CONS,,Female,,,T60,.5928575,2017
PSE,2016,FALSE,CONS,R,,,,B40,.2665488,2017
PSE,2016,FALSE,CONS,R,,,,T60,.7334512,2017
PSE,2016,FALSE,CONS,U,,,,B40,.4078771,2017
PSE,2016,FALSE,CONS,U,,,,T60,.5921229,2017
ROU,2020,FALSE,INC,,,0-14,,B40,.5415369,2017
ROU,2020,FALSE,INC,,,0-14,,T60,.4584631,2017
ROU,2020,FALSE,INC,,,15-64,,B40,.3926182,2017
ROU,2020,FALSE,INC,,,15-64,,T60,.6073818,2017
ROU,2020,FALSE,INC,,,>65,,B40,.327858,2017
ROU,2020,FALSE,INC,,,>65,,T60,.672142,2017
ROU,2020,FALSE,INC,,,,Primary education,B40,.7232909,2017
ROU,2020,FALSE,INC,,,,Primary education,T60,.276709,2017
ROU,2020,FALSE,INC,,,,Tertiary education,B40,.1746065,2017
ROU,2020,FALSE,INC,,,,Tertiary education,T60,.8253934,2017
ROU,2020,FALSE,INC,,,,Secondary education,B40,.4181298,2017
ROU,2020,FALSE,INC,,,,Secondary education,T60,.5818702,2017
ROU,2020,FALSE,INC,,,,No education,B40,.8311711,2017
ROU,2020,FALSE,INC,,,,No education,T60,.1688289,2017
ROU,2020,FALSE,INC,,Male,,,B40,.3985581,2017
ROU,2020,FALSE,INC,,Male,,,T60,.6014419,2017
ROU,2020,FALSE,INC,,Female,,,B40,.4013445,2017
ROU,2020,FALSE,INC,,Female,,,T60,.5986555,2017
ROU,2020,FALSE,INC,R,,,,B40,.6017068,2017
ROU,2020,FALSE,INC,R,,,,T60,.3982932,2017
ROU,2020,FALSE,INC,U,,,,B40,.2550657,2017
ROU,2020,FALSE,INC,U,,,,T60,.7449343,2017
RUS,2020,FALSE,CONS,,,0-14,,B40,.525368,2017
RUS,2020,FALSE,CONS,,,0-14,,T60,.474632,2017
RUS,2020,FALSE,CONS,,,15-64,,B40,.3652643,2017
RUS,2020,FALSE,CONS,,,15-64,,T60,.6347357,2017
RUS,2020,FALSE,CONS,,,>65,,B40,.4085759,2017
RUS,2020,FALSE,CONS,,,>65,,T60,.5914241,2017
RUS,2020,FALSE,CONS,,,,Primary education,B40,.5362317,2017
RUS,2020,FALSE,CONS,,,,Primary education,T60,.4637683,2017
RUS,2020,FALSE,CONS,,,,Tertiary education,B40,.2595161,2017
RUS,2020,FALSE,CONS,,,,Tertiary education,T60,.7404839,2017
RUS,2020,FALSE,CONS,,,,Secondary education,B40,.4272132,2017
RUS,2020,FALSE,CONS,,,,Secondary education,T60,.5727868,2017
RUS,2020,FALSE,CONS,,,,No education,B40,.4696491,2017
RUS,2020,FALSE,CONS,,,,No education,T60,.5303509,2017
RUS,2020,FALSE,CONS,,Male,,,B40,.4111805,2017
RUS,2020,FALSE,CONS,,Male,,,T60,.5888196,2017
RUS,2020,FALSE,CONS,,Female,,,B40,.3918129,2017
RUS,2020,FALSE,CONS,,Female,,,T60,.6081871,2017
RUS,2020,FALSE,CONS,R,,,,B40,.55391,2017
RUS,2020,FALSE,CONS,R,,,,T60,.4460901,2017
RUS,2020,FALSE,CONS,U,,,,B40,.348069,2017
RUS,2020,FALSE,CONS,U,,,,T60,.651931,2017
RWA,2016,FALSE,CONS,,,0-14,,B40,.4717999,2017
RWA,2016,FALSE,CONS,,,0-14,,T60,.5282001,2017
RWA,2016,FALSE,CONS,,,15-64,,B40,.3532109,2017
RWA,2016,FALSE,CONS,,,15-64,,T60,.6467891,2017
RWA,2016,FALSE,CONS,,,>65,,B40,.2863376,2017
RWA,2016,FALSE,CONS,,,>65,,T60,.7136624,2017
RWA,2016,FALSE,CONS,,,,Primary education,B40,.389605,2017
RWA,2016,FALSE,CONS,,,,Primary education,T60,.610395,2017
